Academic_Year,Term,Course_Number,Course_Title,Primary_Instructor,Student_Count,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average_GPA
2015-16,20154 (Autumn 2015),ENGL 131 A7,COMPOSITN: EXPOSITN,"HE, QIAN",23,10,12,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 A8,COMPOSITN: EXPOSITN,"GRIMMER, CHELSEA R",23,8,14,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 A9,COMPOSITN: EXPOSITN,"CUFFMAN, JENNIFER",23,5,10,2,1,2,1,1,,,,,1,,3.3
2015-16,20154 (Autumn 2015),ENGL 131 B,COMPOSITN: EXPOSITN,"LIN, HSINMEI",23,6,10,5,1,,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 B1,COMPOSITN: EXPOSITN,"TAKAMURA, DAVID",23,3,18,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 B2,COMPOSITN: EXPOSITN,"ANDERSON, TIMOTHY K",23,3,17,2,,,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 B4,COMPOSITN: EXPOSITN,"DENLINGER, STEVEN L",14,4,5,2,,1,1,1,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 C,COMPOSITN: EXPOSITN,"MILIAN, PATRICK R",22,2,18,1,,,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 C3,COMPOSITN: EXPOSITN,"TUCKER, JAMES M",25,4,9,4,5,2,,1,,,,,,,3.3
2015-16,20154 (Autumn 2015),ENGL 131 C9,COMPOSITN: EXPOSITN,"MOFFETT, MELISSA K",28,8,11,2,3,,2,1,1,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 D,COMPOSITN: EXPOSITN,"PRATT, JACQUELINE",23,4,14,2,3,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 131 D1,COMPOSITN: EXPOSITN,"PHILLIPS, FONTAINE M",25,3,14,4,1,1,,2,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 D6,COMPOSITN: EXPOSITN,"GHASEDI, SARAH J",23,10,12,1,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 D7,COMPOSITN: EXPOSITN,"HADEN, JENNIFER L",23,4,9,6,2,2,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 D8,COMPOSITN: EXPOSITN,"WALKER, THOMAS J",18,4,12,1,,,,,,1,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 D9,COMPOSITN: EXPOSITN,"CECIL, DANIEL",23,15,5,1,1,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 E,COMPOSITN: EXPOSITN,"SCHLESINGER, LAUREN",23,,13,4,6,,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 E2,COMPOSITN: EXPOSITN,"GOREY, ELIZABETH M",40,5,15,4,2,8,3,2,1,,,,,,3.1
2015-16,20154 (Autumn 2015),ENGL 131 E7,COMPOSITN: EXPOSITN,"BARMORE, MATT",15,5,5,3,2,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 F,COMPOSITN: EXPOSITN,"FANNING, KELSEY A",23,6,8,6,1,,,,,,,,1,1,3.4
2015-16,20154 (Autumn 2015),ENGL 131 F2,COMPOSITN: EXPOSITN,"FANKHAUSER, MICHELLE",16,7,7,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 F5,COMPOSITN: EXPOSITN,"GEARY, DANIEL D",22,1,4,3,5,4,3,2,,,,,,,2.9
2015-16,20154 (Autumn 2015),ENGL 131 F7,COMPOSITN: EXPOSITN,"HORNER, RACHELLE A",66,13,23,15,9,3,,1,,,1,,,1,3.4
2015-16,20154 (Autumn 2015),ENGL 131 F8,COMPOSITN: EXPOSITN,"THOMAS, JEFFREY L",36,6,23,1,6,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 131 G,COMPOSITN: EXPOSITN,"OLIVER, JACOB S",23,23,,,,,,,,,,,,,4
2015-16,20154 (Autumn 2015),ENGL 131 G2,COMPOSITN: EXPOSITN,"VOLK, JOSEPH J",24,6,11,3,2,,,,,,,,1,1,3.4
2015-16,20154 (Autumn 2015),ENGL 131 G5,COMPOSITN: EXPOSITN,"GROSSKOPF, DAVID D",44,12,11,3,6,4,1,3,,,1,1,2,,3
2015-16,20154 (Autumn 2015),ENGL 131 H,COMPOSITN: EXPOSITN,"HALSTEAD, KIMBERLY",23,12,9,1,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 I,COMPOSITN: EXPOSITN,"KUMLER, DAVID R",23,6,12,2,3,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 131 I1,COMPOSITN: EXPOSITN,"CUILLIER, JESSICA L",54,2,18,9,4,12,6,1,2,,,,,,3
2015-16,20154 (Autumn 2015),ENGL 131 J,COMPOSITN: EXPOSITN,"LEE, HEE EUN",23,9,14,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 K,COMPOSITN: EXPOSITN,"POLAND, MATTHEW",23,1,17,5,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 L,COMPOSITN: EXPOSITN,"THU, SU MYAT",23,8,11,3,,1,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 M,COMPOSITN: EXPOSITN,"MILLS, MARIA",23,2,12,5,1,2,1,,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 N,COMPOSITN: EXPOSITN,"WOODCOCK, DANA",23,3,9,11,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 O,COMPOSITN: EXPOSITN,"BOYLE, ELIZABETH",23,14,6,2,,,,,1,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 P,COMPOSITN: EXPOSITN,"MACKLIN, MANDY",23,19,4,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),ENGL 131 Q,COMPOSITN: EXPOSITN,"TORP, ZACHARY P",23,8,13,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 R,COMPOSITN: EXPOSITN,"ALZAROO, LUBNA S.H.",23,4,19,,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 S,COMPOSITN: EXPOSITN,"HEBERLING, LYDIA MARIE",23,1,14,5,2,1,,,,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 T,COMPOSITN: EXPOSITN,"DE VOS, LAURA MARIA",23,8,15,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 U,COMPOSITN: EXPOSITN,"HITCHMAN, MATTHEW",23,12,9,2,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 V,COMPOSITN: EXPOSITN,"BARWISE, CLAIRE",23,13,5,1,2,2,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 131 W,COMPOSITN: EXPOSITN,"HE, ZHENZHEN",23,2,18,2,,,1,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 131 X,COMPOSITN: EXPOSITN,"VIDRINE, BONNIE A",17,12,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 X1,COMPOSITN: EXPOSITN,"MCCOURT, AMANDA M",23,14,7,2,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 131 X2,COMPOSITN: EXPOSITN,"KIM, BOM",22,4,12,5,,,1,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 131 X3,COMPOSITN: EXPOSITN,"MCMEEKIN, KELLY",23,5,9,8,,,,,,,1,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 131 Y,COMPOSITN: EXPOSITN,"LIM, TAE YUN",23,8,14,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 131 Z,COMPOSITN: EXPOSITN,"POLLOKOFF, ABIGAIL",23,1,19,3,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 197 A,WRITING HUM,"FRANCISCO, MEGAN",20,4,13,,1,1,1,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 197 B,WRITING HUM,"SIMON, SAMANTHA",19,4,10,2,2,1,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 198 A,WRITING/SOC SCI,"STANFORD, ACQUANDA Y",21,2,12,5,,,,,,,,,1,1,3.4
2015-16,20154 (Autumn 2015),ENGL 198 B,WRITING/SOC SCI,"REAGAN, MICHAEL BEYEA",21,4,11,6,,,,,,,,,,,3.5
2015-16,20154 (Autumn 2015),ENGL 198 C,WRITING/SOC SCI,"CHILDS, ANDREW GEDDINGS",20,8,10,1,,,,,,,,,1,,3.5
2015-16,20154 (Autumn 2015),ENGL 198 D,WRITING/SOC SCI,"SIMMONS-O'NEILL, ELIZABETH",13,5,6,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 198 E,WRITING/SOC SCI,"SIMMONS-O'NEILL, ELIZABETH",21,5,15,1,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 198 H,WRITING/SOC SCI,"BAUER, MEREDITH A.",15,3,10,2,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 198 J,WRITING/SOC SCI,"MANGANARO, ANTHONY SALEM",13,3,8,1,1,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 198 L,WRITING/SOC SCI,"GUTIERREZ, BRIAN R",20,9,9,2,,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 198 M,WRITING/SOC SCI,"REISMAN, ANDREA",21,1,13,5,1,,,,1,,,,,,3.4
2015-16,20154 (Autumn 2015),ENGL 199 A,WRITING NAT SCI,"LAWS, CHRIS",20,2,10,4,2,1,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),ENGL 199 B,WRITING NAT SCI,"STANSBURY, HEATHER L.",21,5,8,4,2,1,,,,,,,,1,3.5
2015-16,20154 (Autumn 2015),ENGL 199 C,WRITING NAT SCI,"DYKEMA, JULIE",21,10,11,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 199 D,WRITING NAT SCI,"VAN BUREN, AMY NOEL",24,6,12,4,,,,,,,,,,2,3.7
2015-16,20154 (Autumn 2015),ENGL 199 E,WRITING NAT SCI,"HELTERBRAND, RYAN M",21,19,2,,,,,,,,,,,,3.9
2015-16,20154 (Autumn 2015),ENGL 199 F,WRITING NAT SCI,"SIMONS, BARBARA J",19,1,17,1,,,,,,,,,,,3.6
2015-16,20154 (Autumn 2015),ENGL 199 H,WRITING NAT SCI,"VAN BUREN, AMY NOEL",20,9,10,,1,,,,,,,,,,3.7
2015-16,20154 (Autumn 2015),ENGL 199 I,WRITING NAT SCI,"MCNAMARA, ROBERT J",21,16,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 199 J,WRITING NAT SCI,"MCNAMARA, ROBERT J",18,13,5,,,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 199 L,WRITING NAT SCI,"WACKER, NORMAN J.",20,10,9,,1,,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 200 A,READING LIT FORMS,"BABBIE, RAYMOND TYLER",37,10,23,2,1,,,,,,,,,1,3.6
2015-16,20154 (Autumn 2015),ENGL 200 B,READING LIT FORMS,"BALD, EMILY K.",40,25,10,3,1,1,,,,,,,,,3.8
2015-16,20154 (Autumn 2015),ENGL 200 C,READING LIT FORMS,"HOTZ, ALYSSE JACLYN",37,10,23,2,1,,,,,,,1,,,3.6
